OrderID,Date,CustomerName,CustomerEmail,Country,City,Category,Product,Quantity,UnitPrice,Subtotal,DiscountPct,DiscountAmount,Tax8Pct,GrandTotal,PaymentMethod,ShippingMethod,OrderStatus,SalesRep,Rating
ORD-10036,2023-01-04,Eve Turner,customer1287@email.com,UK,Islamabad,Sports,Cycling Gloves,1,254.51,254.51,0,0.0,20.36,274.87,Debit Card,Express,Delivered,Sara Ahmed,5
ORD-10037,2023-01-04,Tina Fey,customer1785@email.com,USA,Sydney,Home & Kitchen,Air Fryer,1,237.65,237.65,0,0.0,19.01,256.66,COD,Free Shipping,Cancelled,Nadia Islam,5
ORD-10038,2023-01-04,Ivan Drago,customer3316@email.com,UAE,New York,Sports,Protein Shaker,6,75.52,453.12,10,45.31,32.62,440.43,PayPal,Free Shipping,Delivered,Nadia Islam,5
ORD-10039,2023-01-04,Omar Sheikh,customer3838@email.com,Pakistan,London,Electronics,Keyboard,5,1409.61,7048.05,5,352.4,535.65,7231.3,COD,Standard,Shipped,John Doe,2
ORD-10040,2023-01-05,Nina Simone,customer8229@email.com,UAE,Islamabad,Clothing,Dress,9,59.27,533.43,0,0.0,42.67,576.1,Credit Card,Standard,Delivered,Nadia Islam,1
ORD-10041,2023-01-05,Diana Prince,customer9137@email.com,Pakistan,London,Books,Machine Learning,7,29.54,206.78,0,0.0,16.54,223.32,COD,Overnight,Delivered,Usman Khan,3
ORD-10042,2023-01-05,Hina Khan,customer9118@email.com,India,Lahore,Electronics,Smartphone,2,1023.91,2047.82,5,102.39,155.63,2101.06,Credit Card,Overnight,Delivered,John Doe,4
ORD-10043,2023-01-05,Tina Fey,customer2265@email.com,Pakistan,Toronto,Books,Python Basics,7,23.36,163.52,0,0.0,13.08,176.6,COD,Free Shipping,Delivered,John Doe,4
ORD-10044,2023-01-05,Quinn Hughes,customer3983@email.com,Germany,London,Clothing,Hoodie,3,45.6,136.8,0,0.0,10.94,147.74,Credit Card,Express,Delivered,Usman Khan,5
ORD-10045,2023-01-05,Bob Smith,customer6901@email.com,Canada,London,Clothing,Jeans,1,98.35,98.35,0,0.0,7.87,106.22,Credit Card,Express,Cancelled,Ali Raza,5
ORD-10046,2023-01-05,Tina Fey,customer8931@email.com,USA,Sydney,Electronics,Smartphone,8,86.23,689.84,5,34.49,52.43,707.78,Credit Card,Standard,Shipped,Sara Ahmed,4
ORD-10047,2023-01-05,Priya Sharma,customer9143@email.com,UK,Mumbai,Clothing,Sweater,3,110.9,332.7,5,16.64,25.28,341.34,Credit Card,Express,Processing,Usman Khan,3
ORD-10048,2023-01-05,Julia Roberts,customer9030@email.com,USA,Mumbai,Sports,Gym Bag,8,260.9,2087.2,0,0.0,166.98,2254.18,PayPal,Free Shipping,Delivered,Ali Raza,5
ORD-10049,2023-01-05,Bob Smith,customer9262@email.com,India,Berlin,Clothing,Scarf,7,94.81,663.67,20,132.73,42.48,573.42,PayPal,Free Shipping,Cancelled,Ali Raza,4
ORD-10050,2023-01-06,Kevin Hart,customer1611@email.com,USA,London,Books,Statistics,2,39.75,79.5,0,0.0,6.36,85.86,COD,Standard,Cancelled,Nadia Islam,5
ORD-10051,2023-01-06,Julia Roberts,customer8228@email.com,India,Berlin,Books,Deep Learning,1,33.99,33.99,0,0.0,2.72,36.71,PayPal,Express,Delivered,John Doe,4
ORD-10052,2023-01-06,Sam Wilson,customer4523@email.com,Pakistan,Karachi,Books,Python Basics,7,37.04,259.28,0,0.0,20.74,280.02,Credit Card,Express,Delivered,John Doe,3
ORD-10053,2023-01-06,Nina Simone,customer6512@email.com,Pakistan,Berlin,Books,AI Future,1,42.61,42.61,0,0.0,3.41,46.02,Debit Card,Standard,Delivered,Nadia Islam,2
ORD-10054,2023-01-06,Kevin Hart,customer4702@email.com,USA,Karachi,Sports,Yoga Mat,6,378.53,2271.18,0,0.0,181.69,2452.87,Credit Card,Free Shipping,Delivered,Nadia Islam,4
ORD-10055,2023-01-06,Ivan Drago,customer6424@email.com,Pakistan,Toronto,Home & Kitchen,Toaster,8,296.43,2371.44,0,0.0,189.72,2561.16,COD,Express,Returned,John Doe,4
ORD-10056,2023-01-06,Grace Lee,customer9382@email.com,UAE,Mumbai,Electronics,Monitor,7,1310.94,9176.58,10,917.66,660.71,8919.63,PayPal,Standard,Delivered,Usman Khan,5
ORD-10057,2023-01-06,Omar Sheikh,customer2628@email.com,Pakistan,Toronto,Books,Data Science 101,4,15.42,61.68,10,6.17,4.44,59.95,Debit Card,Express,Delivered,Usman Khan,5
ORD-10058,2023-01-06,Tina Fey,customer8907@email.com,Canada,Berlin,Clothing,Shorts,1,66.16,66.16,5,3.31,5.03,67.88,Credit Card,Standard,Processing,Usman Khan,5
ORD-10059,2023-01-07,Quinn Hughes,customer4372@email.com,India,Islamabad,Books,Business Analytics,1,57.13,57.13,15,8.57,3.88,52.44,Credit Card,Express,Delivered,Usman Khan,5
ORD-10060,2023-01-07,Carlos Mendez,customer9208@email.com,USA,London,Clothing,Tracksuit,4,65.52,262.08,0,0.0,20.97,283.05,Debit Card,Standard,Delivered,Nadia Islam,4
ORD-10061,2023-01-07,Omar Sheikh,customer4139@email.com,UK,Berlin,Clothing,Hoodie,5,27.48,137.4,20,27.48,8.79,118.71,PayPal,Standard,Delivered,Sara Ahmed,4
ORD-10062,2023-01-07,Nina Simone,customer3259@email.com,UK,New York,Books,Cloud Computing,7,33.9,237.3,0,0.0,18.98,256.28,Bank Transfer,Express,Delivered,Sara Ahmed,5
ORD-10063,2023-01-07,Hina Khan,customer3250@email.com,India,Islamabad,Sports,Resistance Bands,4,61.87,247.48,10,24.75,17.82,240.55,PayPal,Express,Delivered,John Doe,3
ORD-10064,2023-01-07,Diana Prince,customer7121@email.com,UK,Berlin,Clothing,Hoodie,1,38.4,38.4,0,0.0,3.07,41.47,COD,Express,Shipped,Sara Ahmed,5
ORD-10065,2023-01-07,Julia Roberts,customer9181@email.com,Pakistan,Karachi,Clothing,Scarf,7,149.76,1048.32,20,209.66,67.09,905.75,Bank Transfer,Overnight,Delivered,Usman Khan,4
ORD-10066,2023-01-07,Bob Smith,customer1283@email.com,USA,Dubai,Books,SQL Mastery,2,34.77,69.54,5,3.48,5.28,71.34,Credit Card,Free Shipping,Delivered,Nadia Islam,5
ORD-10067,2023-01-07,Nina Simone,customer6725@email.com,UK,Islamabad,Clothing,Polo Shirt,2,49.77,99.54,0,0.0,7.96,107.5,COD,Free Shipping,Delivered,Usman Khan,5
ORD-10068,2023-01-07,Hina Khan,customer8918@email.com,Germany,Dubai,Clothing,Scarf,8,149.27,1194.16,10,119.42,85.98,1160.72,Credit Card,Express,Delivered,Ali Raza,4
ORD-10069,2023-01-08,Julia Roberts,customer6237@email.com,Australia,Karachi,Books,Statistics,5,58.16,290.8,0,0.0,23.26,314.06,Debit Card,Standard,Shipped,Nadia Islam,3
ORD-10070,2023-01-08,Rachel Green,customer9794@email.com,Pakistan,Karachi,Books,Data Science 101,2,29.24,58.48,15,8.77,3.98,53.69,Debit Card,Standard,Delivered,Ali Raza,4
ORD-10071,2023-01-08,Omar Sheikh,customer5075@email.com,India,New York,Electronics,Mouse,5,427.58,2137.9,10,213.79,153.93,2078.04,PayPal,Express,Processing,Ali Raza,4
ORD-10072,2023-01-08,Eve Turner,customer7162@email.com,Australia,Berlin,Sports,Gym Bag,8,420.49,3363.92,0,0.0,269.11,3633.03,Credit Card,Free Shipping,Delivered,John Doe,5
ORD-10073,2023-01-08,Mike Ross,customer8636@email.com,Pakistan,Toronto,Sports,Cycling Gloves,6,360.09,2160.54,0,0.0,172.84,2333.38,Debit Card,Overnight,Shipped,Ali Raza,1
ORD-10074,2023-01-08,Rachel Green,customer6737@email.com,India,Mumbai,Clothing,Hoodie,3,106.17,318.51,0,0.0,25.48,343.99,COD,Express,Shipped,Sara Ahmed,4
ORD-10075,2023-01-08,Bob Smith,customer9992@email.com,UK,Berlin,Sports,Knee Support,8,447.41,3579.28,10,357.93,257.71,3479.06,COD,Express,Delivered,Sara Ahmed,5
ORD-10076,2023-01-08,Mike Ross,customer9951@email.com,India,London,Clothing,Jacket,9,106.52,958.68,0,0.0,76.69,1035.37,Debit Card,Express,Returned,Ali Raza,5
ORD-10077,2023-01-08,Nina Simone,customer9002@email.com,UAE,London,Electronics,Power Bank,5,461.51,2307.55,10,230.76,166.14,2242.93,Credit Card,Free Shipping,Delivered,John Doe,3
ORD-10078,2023-01-09,Julia Roberts,customer8072@email.com,Germany,New York,Books,Deep Learning,2,43.16,86.32,25,21.58,5.18,69.92,COD,Free Shipping,Cancelled,Ali Raza,5
ORD-10079,2023-01-09,Diana Prince,customer2493@email.com,USA,Dubai,Books,Web Dev,2,21.82,43.64,0,0.0,3.49,47.13,COD,Overnight,Delivered,Nadia Islam,3
ORD-10080,2023-01-09,Omar Sheikh,customer1372@email.com,India,Dubai,Books,Business Analytics,7,46.76,327.32,25,81.83,19.64,265.13,PayPal,Express,Delivered,Nadia Islam,5
ORD-10081,2023-01-09,Hina Khan,customer6587@email.com,USA,Islamabad,Sports,Gym Bag,1,312.92,312.92,10,31.29,22.53,304.16,Credit Card,Standard,Delivered,Nadia Islam,4
ORD-10082,2023-01-09,Omar Sheikh,customer8071@email.com,UK,Toronto,Electronics,Mouse,2,162.25,324.5,0,0.0,25.96,350.46,COD,Standard,Shipped,Nadia Islam,5
ORD-10083,2023-01-09,Nina Simone,customer3891@email.com,Germany,Toronto,Sports,Dumbbells,4,260.31,1041.24,5,52.06,79.13,1068.31,COD,Standard,Shipped,Ali Raza,5
ORD-10084,2023-01-09,Ivan Drago,customer7586@email.com,India,Mumbai,Sports,Jump Rope,1,176.9,176.9,10,17.69,12.74,171.95,Credit Card,Standard,Delivered,Usman Khan,4
ORD-10085,2023-01-09,Tina Fey,customer8623@email.com,USA,London,Electronics,Laptop,4,526.43,2105.72,5,105.29,160.03,2160.46,Bank Transfer,Free Shipping,Shipped,Usman Khan,4
ORD-10086,2023-01-09,Carlos Mendez,customer4319@email.com,UAE,Toronto,Electronics,Webcam,5,923.27,4616.35,0,0.0,369.31,4985.66,PayPal,Standard,Cancelled,Nadia Islam,3
ORD-10087,2023-01-09,Omar Sheikh,customer4967@email.com,Pakistan,Lahore,Electronics,Mouse,9,517.37,4656.33,0,0.0,372.51,5028.84,Bank Transfer,Standard,Processing,John Doe,5
ORD-10088,2023-01-10,Quinn Hughes,customer1822@email.com,USA,Berlin,Electronics,Laptop,1,1176.5,1176.5,15,176.48,80.0,1080.02,PayPal,Express,Delivered,John Doe,5
ORD-10089,2023-01-10,Priya Sharma,customer1221@email.com,India,Toronto,Books,Machine Learning,5,8.89,44.45,10,4.44,3.2,43.21,PayPal,Express,Delivered,Ali Raza,5
ORD-10090,2023-01-10,Diana Prince,customer7880@email.com,UAE,Lahore,Home & Kitchen,Toaster,2,270.95,541.9,10,54.19,39.02,526.73,Credit Card,Free Shipping,Delivered,Usman Khan,5
ORD-10091,2023-01-10,Kevin Hart,customer4888@email.com,UK,Islamabad,Home & Kitchen,Toaster,9,327.49,2947.41,0,0.0,235.79,3183.2,COD,Standard,Delivered,Ali Raza,5
ORD-10092,2023-01-10,Hina Khan,customer6300@email.com,India,Lahore,Electronics,Headphones,6,1025.61,6153.66,15,923.05,418.45,5649.06,PayPal,Free Shipping,Delivered,Sara Ahmed,5
ORD-10093,2023-01-10,Carlos Mendez,customer4270@email.com,USA,Mumbai,Home & Kitchen,Coffee Maker,2,208.95,417.9,25,104.48,25.07,338.49,COD,Standard,Delivered,Nadia Islam,5
ORD-10094,2023-01-10,Sam Wilson,customer5693@email.com,Pakistan,Toronto,Home & Kitchen,Coffee Maker,3,381.12,1143.36,0,0.0,91.47,1234.83,Credit Card,Free Shipping,Returned,Sara Ahmed,3
ORD-10095,2023-01-10,Nina Simone,customer8566@email.com,UK,Berlin,Electronics,Laptop,8,484.91,3879.28,0,0.0,310.34,4189.62,Debit Card,Express,Processing,Sara Ahmed,5
ORD-10096,2023-01-10,Ivan Drago,customer4993@email.com,Australia,London,Home & Kitchen,Rice Cooker,1,27.28,27.28,20,5.46,1.75,23.57,PayPal,Express,Cancelled,John Doe,4
ORD-10097,2023-01-10,Carlos Mendez,customer3598@email.com,Canada,Sydney,Sports,Protein Shaker,3,220.54,661.62,15,99.24,44.99,607.37,Credit Card,Standard,Cancelled,Usman Khan,5
ORD-10098,2023-01-11,Diana Prince,customer2666@email.com,UK,Islamabad,Clothing,T-Shirt,1,14.62,14.62,10,1.46,1.05,14.21,Credit Card,Express,Shipped,Nadia Islam,4
ORD-10099,2023-01-11,Diana Prince,customer5757@email.com,Pakistan,Lahore,Clothing,Jeans,8,143.55,1148.4,20,229.68,73.5,992.22,Credit Card,Overnight,Delivered,Ali Raza,4
ORD-10100,2023-01-11,Kevin Hart,customer2554@email.com,UAE,Mumbai,Electronics,Smartwatch,1,354.38,354.38,10,35.44,25.52,344.46,Debit Card,Standard,Processing,Nadia Islam,3
ORD-10101,2023-01-11,Sam Wilson,customer7115@email.com,India,London,Books,Deep Learning,5,48.39,241.95,0,0.0,19.36,261.31,PayPal,Standard,Delivered,Ali Raza,5
ORD-10102,2023-01-11,Priya Sharma,customer6437@email.com,USA,Sydney,Electronics,Headphones,4,1173.13,4692.52,10,469.25,337.86,4561.13,Credit Card,Free Shipping,Delivered,Ali Raza,3
ORD-10103,2023-01-11,Quinn Hughes,customer7241@email.com,UK,Berlin,Books,Data Science 101,7,16.98,118.86,10,11.89,8.56,115.53,Credit Card,Express,Delivered,Usman Khan,5
ORD-10104,2023-01-11,Julia Roberts,customer1087@email.com,Germany,Lahore,Clothing,Dress,5,96.97,484.85,25,121.21,29.09,392.73,PayPal,Free Shipping,Delivered,Sara Ahmed,4
ORD-10105,2023-01-11,Quinn Hughes,customer8115@email.com,UAE,Toronto,Electronics,Laptop,8,119.71,957.68,0,0.0,76.61,1034.29,Credit Card,Overnight,Processing,Ali Raza,4
ORD-10106,2023-01-11,Priya Sharma,customer3703@email.com,USA,Toronto,Sports,Dumbbells,1,245.92,245.92,10,24.59,17.71,239.04,PayPal,Standard,Cancelled,Usman Khan,1
ORD-10107,2023-01-12,Tina Fey,customer3418@email.com,UAE,Sydney,Home & Kitchen,Blender,5,25.57,127.85,15,19.18,8.69,117.36,Debit Card,Standard,Delivered,Sara Ahmed,3
ORD-10108,2023-01-12,Frank Castle,customer5147@email.com,Pakistan,Dubai,Books,Cloud Computing,4,55.66,222.64,0,0.0,17.81,240.45,PayPal,Free Shipping,Delivered,Sara Ahmed,4
ORD-10109,2023-01-12,Grace Lee,customer2747@email.com,Pakistan,New York,Home & Kitchen,Vacuum,3,390.91,1172.73,0,0.0,93.82,1266.55,PayPal,Express,Delivered,Nadia Islam,4
ORD-10110,2023-01-12,Nina Simone,customer9232@email.com,Australia,Karachi,Home & Kitchen,Toaster,5,104.47,522.35,20,104.47,33.43,451.31,Credit Card,Standard,Shipped,Nadia Islam,4
ORD-10111,2023-01-12,Kevin Hart,customer1038@email.com,USA,London,Electronics,Smartwatch,3,351.75,1055.25,5,52.76,80.2,1082.69,Credit Card,Express,Delivered,Nadia Islam,1
ORD-10112,2023-01-12,Laura Palmer,customer8043@email.com,USA,New York,Home & Kitchen,Rice Cooker,8,306.41,2451.28,10,245.13,176.49,2382.64,COD,Standard,Returned,John Doe,4
ORD-10113,2023-01-12,Nina Simone,customer3151@email.com,UAE,Lahore,Sports,Protein Shaker,3,132.66,397.98,20,79.6,25.47,343.85,COD,Free Shipping,Delivered,Sara Ahmed,5
ORD-10114,2023-01-12,Eve Turner,customer4937@email.com,Australia,Mumbai,Home & Kitchen,Iron,1,360.13,360.13,0,0.0,28.81,388.94,PayPal,Standard,Returned,John Doe,4
ORD-10115,2023-01-12,Eve Turner,customer7886@email.com,India,Toronto,Electronics,Webcam,9,882.2,7939.8,25,1984.95,476.39,6431.24,Credit Card,Standard,Delivered,Nadia Islam,4
ORD-10116,2023-01-12,Tina Fey,customer1208@email.com,Pakistan,Islamabad,Sports,Treadmill,9,180.58,1625.22,10,162.52,117.02,1579.72,PayPal,Standard,Delivered,Usman Khan,4
ORD-10117,2023-01-13,Omar Sheikh,customer1599@email.com,India,Toronto,Clothing,Scarf,6,126.58,759.48,5,37.97,57.72,779.23,COD,Standard,Delivered,Nadia Islam,4
ORD-10118,2023-01-13,Alice Johnson,customer9796@email.com,UAE,Sydney,Home & Kitchen,Blender,1,207.49,207.49,5,10.37,15.77,212.89,Debit Card,Express,Shipped,Ali Raza,4
ORD-10119,2023-01-13,Ivan Drago,customer4709@email.com,UK,Lahore,Electronics,Laptop,8,1371.87,10974.96,25,2743.74,658.5,8889.72,COD,Express,Delivered,Usman Khan,5
ORD-10120,2023-01-13,Carlos Mendez,customer8726@email.com,India,Islamabad,Clothing,Shorts,2,139.92,279.84,0,0.0,22.39,302.23,Credit Card,Overnight,Cancelled,Usman Khan,5
ORD-10121,2023-01-13,Diana Prince,customer1213@email.com,Pakistan,Mumbai,Clothing,Jeans,9,33.16,298.44,0,0.0,23.88,322.32,Debit Card,Express,Delivered,Sara Ahmed,1
ORD-10122,2023-01-13,Priya Sharma,customer6723@email.com,Germany,Mumbai,Books,Statistics,8,5.13,41.04,0,0.0,3.28,44.32,Debit Card,Standard,Shipped,John Doe,3
ORD-10123,2023-01-13,Grace Lee,customer7552@email.com,UAE,Islamabad,Sports,Knee Support,3,492.09,1476.27,0,0.0,118.1,1594.37,PayPal,Express,Delivered,Ali Raza,3
ORD-10124,2023-01-13,Nina Simone,customer7238@email.com,USA,Karachi,Home & Kitchen,Toaster,5,364.33,1821.65,5,91.08,138.45,1869.02,PayPal,Free Shipping,Delivered,Usman Khan,4
ORD-10125,2023-01-13,Priya Sharma,customer9460@email.com,UAE,Lahore,Electronics,Headphones,9,130.4,1173.6,25,293.4,70.42,950.62,PayPal,Standard,Delivered,John Doe,1
ORD-10126,2023-01-14,Rachel Green,customer3408@email.com,USA,Berlin,Books,Statistics,1,50.82,50.82,20,10.16,3.25,43.91,COD,Standard,Returned,John Doe,4
ORD-10127,2023-01-14,Priya Sharma,customer8972@email.com,UAE,Sydney,Sports,Jump Rope,9,233.24,2099.16,0,0.0,167.93,2267.09,COD,Express,Delivered,Ali Raza,5
ORD-10128,2023-01-14,Priya Sharma,customer5778@email.com,Pakistan,London,Books,SQL Mastery,4,19.24,76.96,5,3.85,5.85,78.96,Credit Card,Standard,Delivered,Ali Raza,1
ORD-10129,2023-01-14,Bob Smith,customer1822@email.com,USA,Mumbai,Sports,Jump Rope,4,440.34,1761.36,10,176.14,126.82,1712.04,PayPal,Standard,Delivered,Nadia Islam,4
ORD-10130,2023-01-14,Julia Roberts,customer7100@email.com,India,Lahore,Sports,Protein Shaker,4,104.76,419.04,0,0.0,33.52,452.56,COD,Overnight,Shipped,Nadia Islam,5
ORD-10131,2023-01-14,Grace Lee,customer3595@email.com,Canada,Dubai,Home & Kitchen,Coffee Maker,9,379.97,3419.73,15,512.96,232.54,3139.31,Credit Card,Free Shipping,Delivered,Usman Khan,3
ORD-10132,2023-01-14,Omar Sheikh,customer9117@email.com,USA,Lahore,Sports,Jump Rope,6,109.17,655.02,20,131.0,41.92,565.94,PayPal,Express,Processing,Usman Khan,2
ORD-10133,2023-01-14,Ivan Drago,customer4953@email.com,UAE,Dubai,Books,AI Future,8,38.75,310.0,20,62.0,19.84,267.84,Credit Card,Overnight,Delivered,Usman Khan,5
ORD-10134,2023-01-14,Grace Lee,customer4831@email.com,UAE,Toronto,Sports,Water Bottle,4,117.76,471.04,0,0.0,37.68,508.72,Credit Card,Standard,Delivered,Nadia Islam,1
ORD-10135,2023-01-14,Priya Sharma,customer5583@email.com,UK,Toronto,Home & Kitchen,Rice Cooker,3,227.35,682.05,5,34.1,51.84,699.79,COD,Express,Delivered,Usman Khan,5
ORD-10136,2023-01-15,Carlos Mendez,customer7235@email.com,USA,Berlin,Home & Kitchen,Vacuum,1,279.91,279.91,0,0.0,22.39,302.3,PayPal,Express,Delivered,Usman Khan,2
ORD-10137,2023-01-15,Quinn Hughes,customer9842@email.com,India,New York,Books,Statistics,7,15.46,108.22,0,0.0,8.66,116.88,Debit Card,Express,Delivered,Nadia Islam,4
ORD-10138,2023-01-15,Hina Khan,customer8983@email.com,USA,London,Clothing,Hoodie,4,82.92,331.68,5,16.58,25.21,340.31,Credit Card,Standard,Delivered,Nadia Islam,5
ORD-10139,2023-01-15,Bob Smith,customer7500@email.com,Australia,Berlin,Clothing,Hoodie,8,75.67,605.36,20,121.07,38.74,523.03,Credit Card,Overnight,Delivered,Usman Khan,3
